0UGE;1INS - Type - Code;2INSEE ID commune;3INS - Nom;4BSS;5source/forage;6Commune d'implantation de l'ouvrage;7INSEE Captage;8EtatArrêtéDUP;9PRO - D.U.P. - Date;10UDI - Population - Permanente;11UDI_CODE_NAT;12communes alimentées (environ UDI_NOM);13volume produit;14volume importé;15volume exporté;16linéaire de réseau hors branchement;17linéaire de réseaux renouvelés au cours des 5 dernières années;18taux de TVA applicable à l'ensemble de la facture;19Voies navigables de France (prélèvement);20Agence de l'Eau (protection de la ressource);21Agence de l'Eau ( redevance pollution);22Autres taxes et redevances applicables sur le tarif (hors TVA);23volume de service;24volume consommé sans comptage;25Volumes consommés comptabilisés;26Rendement;27ILP;28ILC;29 Prix de l'eau (? HT et HR/m3) base 120 m3 ; 30Prix de l'eau (? TTC/m3) base 120 m3 ;31Mode d'exploitation;32chloration;33autres traitements;34Nb total de PLV sur l'UDL représentatifs et complets;35Evènements (restrictions);36Evènements (dérogations);37Evènements (autres); 38de C Bactériologie;39Max pH;40Min pH;41Moy pH;42Max Titre alcalimétrique complet;43Min Titre alcalimétrique complet;44Moy Titre alcalimétrique complet;45Max Titre hydrométrique;46Min Titre hydrométrique;47Moy Titre hydrométrique;48Max Turbidité;49Min Turbidité;50Moy Turbidité;51Max Nitrates;52Min Nitrates;53Moy Nitrates;54Moy Pesticides totaux;55Etat;56Décompte DUP;57décompte cap;58Population DUP
ABAUCOURT-HAUTECOURT;83;55002;BOIS LE PRETRE N°2;01365X0035;85;EIX;55171;89;05/03/2014;0;;ABAUCOURT-HAUTECOURT + FROMEZEY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;177
ABAUCOURT-HAUTECOURT;84;55002;ABAUCOURT-HAUTECOURT;;0;;55000;87;;99;55000534;;;;;;;;;;;;;;;;;;;;99;0;;8;0;0;;75;7.6;0;7.53;19.6;18.9;19.25;21.9;21.1;21.5;0.1;0;0.03;4.8;3.1;3.95;0;0;;;
AMANTY;83;55005;LE PETIT CHENOIS ;02663X0042;86;AMANTY;55005;89;15/10/2013;0;;AMANTY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;45
AMANTY;83;55005;GRANDE FONTAINE (AMANTY);02663X0017;85;AMANTY;55005;87;;0;;AMANTY Grande Fontaine;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;0
AMANTY;83;55005;PUITS HAUT DU VILLAGE AMANTY;02663X0024;86;AMANTY;55005;87;;0;;AMANTY Puits Haut du Village;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;0
AMANTY;83;55005;PUITS A GODETS;02663X0043;86;AMANTY;55005;87;;0;;AMANTY Puitsà Godet;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;0
AMANTY;84;55005;AMANTY;;0;;55000;87;;45;55003544;;;;;;;;;;;;;;;;;;;;99;100;;4;0;0;Les nouvelles installations de production et de distribution d'eau potable ont été mises en service dans le courant de l'année 2015.;100;7.6;0;7.6;25.4;25.4;25.33;28.8;28.8;28.721;0.7;0.7;0.7;6.2;6.2;6.183;0;0;;;
AMBLY SUR MEUSE;83;55007;PUITS AEP AMBLY;01625X0054;86;AMBLY-SUR-MEUSE;55007;88;;0;;AMBLY SUR MEUSE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AMBLY SUR MEUSE;84;55007;AMBLY SUR MEUSE;;0;;55000;87;;248;55000008;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;100;7.9;0;7.67;23;18.7;20.85;28.5;25;26.75;0.3;0;0.17;49.4;7.7;26.925;0;0;;;
ANCEMONT;83;55009;LA COTE DU FRENE;01621X0093;85;;55000;89;05/03/2014;0;;ANCEMONT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;616
ANCEMONT;84;55009;ANCEMONT;;0;;55000;87;;599;55000535;;;;;;;;;;;;;;;;;;;;99;100;;13;0;0;;90;7.8;0;7.68;15.6;15.5;15.55;19.8;18.8;19.3;0.2;0;0.08;26.8;26.1;26.4;0.158;0;;;
ANCEMONT;84;55009;RESEAU ANCEMONT AVANT DESINFECTION;;0;;55000;87;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;0;;;
ANCERVILLE;83;55010;NOUVEAU FORAGE A GUE;02268X1039;86;;55000;89;14/04/1986;0;;ANCERVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;2812
ANCERVILLE;84;55010;ANCERVILLE;;0;;55000;87;;2770;55000082;;183492;0;0;27;0;5.5;0;0.06;0.38;0;1500;4150;107930;62;7.09;11.53;1.4;1.95;99;0;;17;1;0;Restriction pour l'cart de Guë;93.75;7.7;0;7.52;29.3;27.7;28.725;34.8;32.5;33.975;0.2;0;0.04;12.6;9.4;11.325;0.043;0;;;
APREMONT (08);83;08017;SOURCE DES ECAILLETTES;01344X0028;85;;55000;87;;0;;MONTBLAINVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;91;0;1;0
APREMONT LA FORET;83;55012;BOIS LE JURA;01927X0005;85;;55000;89;18/12/2014;0;;APREMONT LA FORET;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;214
APREMONT LA FORET;83;55012;COURTE VALOTTE N°1;01927X0007;86;;55000;89;18/12/2014;0;;SAINT AGNANT SOUS LES COTES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;95
APREMONT LA FORET;83;55012;ROCHELOT;01927X0041;86;;55000;89;18/12/2014;0;;MARBOTTE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;74
APREMONT LA FORET;84;55012;APREMONT LA FORET;;0;;55000;87;;184;55000011;;30860;0;0;7.36;0;0;0;0.052;0.363;0;5;10;26187;85;1.73;9.75;1.21;1.62;99;100;;9;0;0;;71.42857143;7.6;0;7.5;22;22;22;28.3;26.7;27.5;0.1;0;0.03;42.1;30.5;36.7;0.287;0;;;
APREMONT LA FORET;84;55012;MARBOTTE;;0;;55000;87;;71;55000747;;30860;0;0;7.36;0;0;0;0.052;0.363;0;5;10;26187;85;1.73;9.75;1.21;1.62;99;0;;5;0;0;;100;7.4;0;7.4;26.1;23.4;24.75;29.5;29.3;29.4;0.2;0;0.07;38.5;5.1;16.967;0;0;;;
APREMONT LA FORET;84;55012;SAINT AGNANT SOUS LES COTES;;0;;55000;87;;93;55000828;;30860;0;0;7.36;0;0;0;0.052;0.363;0;5;10;26187;85;1.73;9.75;1.21;1.62;99;100;;5;0;0;;100;7.6;0;7.43;32.5;32.3;32.4;35.2;34.9;35.05;0.4;0.2;0.27;3.4;0;1.7;0;0;;;
AUBREVILLE;83;55014;PUITS AEP AUBREVILLE;01355X0261;86;AUVREVILLE;55018;88;;0;;Aubréville, Parois;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AUBREVILLE;83;55014;PIEMODAN;01355X0264;85;AUVREVILLE;55018;88;;0;;Aubréville, Parois;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AUBREVILLE;84;55014;AUBREVILLE;;0;;55000;87;;349;55000604;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;;100;7.4;0;7.37;31.3;30.8;31.033;36.6;34.8;35.6;0.2;0;0.07;31.6;24.1;27.6;0.027;0;;;
AVIOTH;84;55022;AVIOTH;;0;;55000;87;;131;55000541;;;;;;;;;;;;;;;;;;;;99;100;;13;0;0;*Le captage alimentant le réseau de la commune étant situé en Belgique, sa protection est soumise à la réglementation belge.;100;8;0;7.77;15.6;15.27;15.483;17.4;16.7;17.032;0.3;0;0.13;4.6;4.1;4.339;0;0;1;;
AVOCOURT;83;55023;LA FOLIE;01356X0098;86;AVOCOURT;55023;88;;0;;AVOCOURT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AVOCOURT;83;55023;LES ANCLOS;01356X0099;85;AVOCOURT;55023;88;;0;;AVOCOURT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AVOCOURT;84;55023;AVOCOURT;;0;;55000;87;;122;55000542;;;;;;;;;;;;;;;;;;;;99;100;;11;1;0;;54.54545455;7.4;0;7.33;32;29.6;30.8;34.1;32.6;33.35;0.1;0;0.03;25.9;12.4;20.6;0;0;;;
AZANNES ET SOUMAZANNES;83;55024;BONNE ESPERANCE;01361X0014;85;AZANNES-ET-SOUMAZANNES;55024;87;;0;;AZANNES ET SOUMAZANNES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
AZANNES ET SOUMAZANNES;84;55024;AZANNES ET SOUMAZANNES;;0;;55000;87;;130;55000933;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.6;0;7.53;17.8;17.4;17.6;20.5;19.1;19.8;0.2;0;0.1;2;0.7;1.167;0;0;;;
BAALON;83;55025;BON MALADE;01113X0004;85;BAALON;55025;88;;0;;BAALON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BAALON;84;55025;BAALON;;0;;55000;87;;263;55000016;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;100;7.9;0;7.77;13.9;13.4;13.667;20.6;19.7;20.067;0.1;0;0.03;45.8;41.9;43.275;0.036;0;;;
BADONVILLIERS-GERAUVILLIERS;83;55026;ROMONT;02663X0002;86;BADONVILLIERS-GERAUVILLIERS;55026;87;;0;;BADONVILLIERS-GERAUVILLIERS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BADONVILLIERS-GERAUVILLIERS;84;55026;BADONVILLIERS;;0;;55000;87;;73;55001146;;12056;7454;0;5;0;5.5;0;0;0.38;0;50;120;18620;96;0.39;10.3;1.52;2;99;0;;8;1;0;;100;7.9;0;7.78;26.9;26.8;26.85;28.9;28.1;28.5;1.2;0.2;0.55;0;0;0;0;0;;;
BADONVILLIERS-GERAUVILLIERS;84;55026;GERAUVILLIERS;;0;;55000;87;;67;55001147;;12056;7454;0;5;0;5.5;0;0;0.38;0;50;120;18620;96;0.39;10.3;1.52;2;99;100;;12;0;0;;66.66666667;7.8;0;7.75;25.6;23.3;24.5;28.7;25.3;26.975;1.5;0.7;1.1;19.4;12.8;14.95;0.018;0;;;
BAUDREMONT;83;55032;PUITS AEP BAUDREMONT;01918X0016;86;;55000;89;27/06/2014;0;;BAUDREMONT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;56
BAUDREMONT;84;55032;BAUDREMONT;;0;;55000;87;;54;55000544;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.5;0;7.45;22.5;21.4;21.95;24.1;22.4;23.25;0.1;0;0.05;6.4;5;5.7;0;0;;;
BAZEILLES SUR OTHAIN;83;55034;LA CRANIERE;01121X0018;85;BAZEILLES-SUR-OTHAIN;55034;88;;0;;BAZEILLES SUR OTHAIN;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BAZEILLES SUR OTHAIN;84;55034;BAZEILLES SUR OTHAIN;;0;;55000;87;;108;55000546;;;;;;;;;;;;;;;;;;;;99;100;;9;0;0;;100;7.4;0;7.37;25.3;25.1;25.2;31.3;29;30.15;0;0;0;23.8;21.4;22.267;0;0;;;
BELLERAY;83;55042;FORAGE A RIBBAN;01614X0116;85;;55000;87;;0;;BELLERAY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;
BELLERAY;83;55042;LA CROIX;01621X0002;86;;55000;89;17/10/2013;0;;BELLERAY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;473
BELLERAY;84;55042;BELLERAY;;0;;55000;87;;472;55000936;;51219;0;0;8.1;0.05;0;0;0.052;0.363;0;2622;239;36402;77;4.04;13.28;1.3;1.72;99;100;;10;1;0;;85.71428571;7.7;0;7.5;25.8;23.7;25.1;31.3;27.9;30.1;0.1;0;0.03;30.4;28.4;29.5;0.384;0;;;
BELLEVILLE SUR MEUSE;83;55043;PUITS N°1 DU CHAMP CAPTANT;01358X0066;86;BRAS-SUR-MEUSE;55073;89;05/10/2015;0;;BELLEVILLE SUR MEUSE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;3287
BELLEVILLE SUR MEUSE;83;55043;FONTAINE DE LAVIAU;01613X0048;85;SIVRY-LA-PERCHE;55489;87;;0;;BELLEVILLE SUR MEUSE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BELLEVILLE SUR MEUSE;84;55043;BELLEVILLE SUR MEUSE;;0;;55000;87;;3203;55000941;;;;;;;;;;;;;;;;;;;;99;100;;16;0;0;;100;8;0;7.7;18.3;17.1;17.733;22.5;20.6;21.267;0.5;0;0.06;15.6;11.8;13.9;0.004;0;;;
BELLEVILLE SUR MEUSE;84;55043;RESEAU FONTAINE DE LAVIAU;;0;;55000;87;;10;55001648;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;;71.42857143;7.6;0;7.6;28.8;28.8;28.8;31.3;31.3;31.3;0;0;0;14.4;10.6;12.5;0;0;;;
BELRUPT EN VERDUNOIS;83;55045;DERRIERE LA FONTAINE;01365X0003;86;;55000;89;18/09/1989;0;;BELRUPT EN VERDUNOIS, HAUDAINVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;1531
BELRUPT EN VERDUNOIS;84;55045;BELRUPT EN VERDUNOIS;;0;;55000;87;;481;55000684;;;;;;;;;;;;;;;;;;;;99;0;;8;0;0;;75;7.8;0;7.7;20.3;17.8;19.367;21.6;20.5;21.233;0;0;0;8.7;3.4;5.233;0.005;0;;;
BONCOURT SUR MEUSE;83;55058;FORAGE DE BONCOURT;01926X0079;86;;55000;89;23/01/1992;0;;BONCOURT SUR MEUSE + PONT SUR MEUSE + vente d'eau partiel à Lérouville;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;483
BONCOURT SUR MEUSE;84;55058;BONCOURT SUR MEUSE;;0;;55000;87;;315;55000547;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;;87.5;7.4;0;7.37;24.7;24.2;24.433;29.5;29.2;29.333;0.1;0;0.03;15.4;15.3;15.367;0.018;0;;;
BONNET;83;55059;FORAGE DE BONNET;02661X0021;86;;55000;89;04/03/1983;0;;BONNET;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;219
BONNET;84;55059;BONNET;;0;;55000;87;;215;55000068;;;;;;;;;;;;;;;;;;;;99;100;;13;1;0;;90;7.3;0;7.23;29.8;26.6;27.8;36.1;31.1;33.2;8;0.8;3.36;69.5;25.5;38.14;0.073;0;;;
BOUREUILLES;83;55065;FONTAINE ROBINSON;01348X0004;85;LACHALADE;55266;88;;0;;BOUREUILLES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BOUREUILLES;84;55065;BOUREUILLES;;0;;55000;87;;126;55000549;;8785;0;0;5.99;0;0;0;0;0.38;0;20;0;7923;90;0.39;3.63;1.31;1.69;99;100;;8;1;0;;87.5;7.1;0;6.97;4.1;1.5;2.8;5.1;2.8;3.95;1.6;0.6;1.1;7;3.3;5.15;0;0;;;
BOVEE SUR BARBOURE;83;55066;VOIE AUX CHENES AVAL;02286X0021;85;BOVEE-SUR-BARBOURE;55066;87;;0;;BOVEE SUR BARBOURE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BOVEE SUR BARBOURE;83;55066;VOIE AUX CHENES AMONT;02286X0037;85;BOVEE-SUR-BARBOURE;55066;87;;0;;BOVEE SUR BARBOURE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BOVEE SUR BARBOURE;83;55066;FORAGE DE BOVEE;02286X0041;86;BOVEE-SUR-BARBOURE;55066;87;;0;;BOVEE SUR BARBOURE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BOVEE SUR BARBOURE;84;55066;BOVEE SUR BARBOURE;;0;;55000;87;;132;55000955;;;;;;;;;;;;;;;;;;;;99;100;des fluorures par dilution;10;1;0;;66.66666667;8.7;0;7.93;35.8;33.8;34.8;38.2;36.4;37.3;0.8;0.5;0.6;3.2;1.8;2.5;0;0;;;
BOVIOLLES;83;55067;GOULOT;02285X0013;85;;55000;89;20/09/2012;0;;BOVIOLLES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;108
BOVIOLLES;84;55067;BOVIOLLES;;0;;55000;87;;108;55000023;;;;;;;;;;;;;;;;;;;;99;0;;9;0;0;;90;7.6;0;7.6;26.7;24.4;25.55;29;25.6;27.3;0.4;0.1;0.23;19.4;13.6;17.033;0;0;;;
BRABANT EN ARGONNE;84;55068;BRABANT EN ARGONNE;;0;;55000;87;;104;55000059;;;;;;;;;;;;;;;;;;;;99;100;;22;0;0;;100;7.7;0;7.6;25.7;24.8;25.3;29;28.2;28.66;0.1;0;0.03;30;26.8;28.56;0.016;0;1;;
BRANDEVILLE;83;55071;FONTAINE DE L'ANE;01117X0047;85;BRANDEVILLE;55071;89;30/03/2017;0;;BRANDEVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;216
BRANDEVILLE;84;55071;BRANDEVILLE;;0;;55000;87;;170;55000550;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.8;0;7.73;18.9;17.7;18.3;21.2;19.6;20.4;0.1;0;0.03;10.2;5.4;8.167;0.026;0;;;
BREHEVILLE;83;55076;L'AUNOIS n°1;01118X0008;85;BREHEVILLE;55076;89;01/07/2016;0;;BREHEVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;205
BREHEVILLE;83;55076;L'AUNOIS n°2;01118X0009;85;BREHEVILLE;55000;89;01/07/2016;0;;BREHEVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
BREHEVILLE;84;55076;BREHEVILLE;;0;;55000;87;;182;55000552;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.7;0;7.63;18.6;18.4;18.5;21.2;20.9;21.05;0.5;0.3;0.37;18.2;10.8;14.5;0;0;;;
BREUX;83;55077;LE GROSEILLIER;00891X0001;85;BREUX;55077;88;;0;;BREUX-FAGNY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BREUX;84;55077;BREUX;;0;;55000;87;;246;55000554;;;;;;;;;;;;;;;;;;;;99;0;;8;1;0;;87.5;7.6;0;7.6;17.8;17.4;17.6;24.4;23.9;24.15;1.9;0;0.67;41.2;28.4;34;0.179;0;;;
BREUX;84;55077;FAGNY;;0;;55000;87;;21;55001391;;;;;;;;;;;;;;;;;;;;99;0;;3;0;0;*Le captage alimentant le réseau de la commune étant situé en Belgique, sa protection est soumise à la réglementation belge.;100;7.6;0;7.55;20.3;20.3;20.3;21.3;21.3;21.3;0;0;0;7.6;7.6;7.6;0;0;;;
BRIEULLES SUR MEUSE;83;55078;LE PONTHIEU;01116X0028;85;;55000;89;01/07/2011;0;;BRIEULLES SUR MEUSE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;367
BRIEULLES SUR MEUSE;84;55078;BRIEULLES SUR MEUSE;;0;;55000;87;;331;55000556;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;;100;7.5;0;7.4;25.5;24.7;25.1;27.8;27.5;27.65;0.1;0;0.03;20.3;18.6;19.4;0;0;;;
BRIXEY AUX CHANOINES;83;55080;LE LAVOIR (BRIXEY);02668X0009;85;BRIXEY-AUX-CHANOINES;55080;88;;0;;BRIXEY AUX CHANOINES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BRIXEY AUX CHANOINES;84;55080;BRIXEY AUX CHANOINES;;0;;55000;87;;79;55000561;;;;;;;;;;;;;;;;;;;;99;100;;11;1;0;;100;7.8;0;7.67;27.7;27.4;27.55;32.9;32.9;32.9;0;0;0;56.2;45.2;48.855;0.023;0;;;
BROCOURT EN ARGONNE;84;55082;BROCOURT EN ARGONNE;;0;;55000;87;;47;55000565;;;;;;;;;;;;;;;;;;;;99;100;;22;0;0;;100;7.8;0;7.73;25.7;24.8;25.3;29;28.2;28.66;0.1;0;0.07;30;26.8;28.56;0.016;0;1;;
BROUENNES;83;55083;BOIS DE BERTRIMONT;00887X0029;85;CHAUVENCY-SAINT-HUBERT;55110;87;;0;;BROUENNES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BROUENNES;84;55083;BROUENNES;;0;;55000;87;;155;55000567;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.9;0;7.73;19.2;18.7;18.95;22;21.6;21.8;0.6;0.1;0.3;11.1;10.4;10.833;0;0;;;
BROUSSEY EN BLOIS;83;55084;LE PECUL;02286X0043;86;BOVEE-SUR-BARBOURE;55066;89;01/06/2016;0;;BROUSSEY EN BLOIS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;61
BROUSSEY EN BLOIS;84;55084;BROUSSEY EN BLOIS;;0;;55000;87;;59;55000569;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;100;7.5;0;7.47;29;28.7;28.9;33.4;32.3;32.767;0;0;0;23.9;19.3;22.167;0.099;0;;;
BUREY LA COTE;83;55089;LES CLOSELS;02668X0016;86;BUREY-LA-COTE;55089;87;;0;;BUREY LA COTE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
BUREY LA COTE;84;55089;BUREY LA COTE;;0;;55000;87;;83;55000571;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;88.88888889;7.5;0;7.47;34.2;33;33.6;39.4;37.5;38.45;0.2;0;0.1;44.3;38.3;41.3;0;0;;;
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE N°1 RIVE DROITE;01915X0041;86;;55000;89;06/04/1979;0;;BAR LE DUC-BEHONNE-NAIVES ROSIERES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;18430
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE N°2 RIVE DROITE;01915X0044;86;;55000;89;06/04/1979;0;;BAR LE DUC-BEHONNE-NAIVES ROSIERES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LA CAVE;02272X0052;86;;55000;89;20/12/1982;0;;Longeville en Barrois + fermes de Montplonne;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;1203
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LES VIEILLES FORGES (CCCO);02278X0010;85;;55000;89;20/12/1982;0;;Velaine, Ligny;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;DARFEUIL;02278X0020;86;MENAUCOURT;55332;89;20/12/1982;0;;Chanteraine, Givrauval, Ligny (3 rue), Longeaux,Menaucourt, Naix aux forges, St Amand sur Ornain, Nantois;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;1420
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LONGEVILLE NORD;02272X0055;86;;55000;89;13/11/1987;0;;Salmagne, Tronville;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;1881
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE NEUVILLE RIVE GAUCHE;01915X0031;86;;55000;89;18/07/1995;0;;BAR LE DUC-BEHONNE-NAIVES ROSIERES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FONTAINE DE GUERPONT;02273X0013;85;;55000;89;10/05/2007;0;;Guerpont, Silmont;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;445
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LA CHAROTTE;02273X0010;85;;55000;89;21/06/2012;0;;Resson-Culey + 2 écarts Loisey;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;596
CA BAR-LE-DUC - SUD MEUSE;83;200033025;AU DESSUS DES VIGNES;01915X0029;86;VAL-D'ORNAIN;55366;88;;0;;Val d'ornain (Bussy la côte, Varney, Mussey (hors Venise));;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;COTE DE GEMINEL;01916X0010;85;FAINS-VEEL;55186;88;;0;;Fains les sources-chardognes, Venise;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;MOUROT;01916X0013;85;FAINS-VEEL;55186;88;;0;;BAR LE DUC-BEHONNE-NAIVES ROSIERES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LES CANAUX;01917X0003;85;LOISEY-CULEY;55298;88;;0;;Loisey;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE DE COMBLES;02271X0001;86;COMBLES-EN-BARROIS;55120;87;;0;;COMBLES-EN-BARROIS, VEEL;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE N°2 DE COMBLES;02271X0030;86;COMBLES-EN-BARROIS;55120;87;;0;;COMBLES-EN-BARROIS, VEEL;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FONTAINE D'ETUE;02272X0011;85;SAVONNIERES-DEVANT-BAR;55476;88;;0;;Savonnières devant Bar;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;JARDIN LE MOINE;02273X0011;85;TANNOIS;55504;88;;0;;Tannois;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
